image_id,question_id,topic,subtopic,template_id,difficulty_rank,svg_path,latex_source_path,semantic_render_type,asset_role,visual_spec_version,render_status
IMG-0012,EE-00222,DC Circuit Analysis,Series resistance,DC-02,1,images/IMG-0012.svg,latex_sources/IMG-0012.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0013,EE-00243,DC Circuit Analysis,Parallel resistance,DC-03,1,images/IMG-0013.svg,latex_sources/IMG-0013.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0014,EE-00264,DC Circuit Analysis,Voltage divider,DC-04,1,images/IMG-0014.svg,latex_sources/IMG-0014.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0015,EE-00285,DC Circuit Analysis,Resistor power,DC-05,1,images/IMG-0015.svg,latex_sources/IMG-0015.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0016,EE-00301,DC Circuit Analysis,Ohm's law,DC-01,1,images/IMG-0016.svg,latex_sources/IMG-0016.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0017,EE-00322,DC Circuit Analysis,Series resistance,DC-02,1,images/IMG-0017.svg,latex_sources/IMG-0017.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0018,EE-00343,DC Circuit Analysis,Parallel resistance,DC-03,1,images/IMG-0018.svg,latex_sources/IMG-0018.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0019,EE-00364,DC Circuit Analysis,Voltage divider,DC-04,1,images/IMG-0019.svg,latex_sources/IMG-0019.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0020,EE-00385,DC Circuit Analysis,Resistor power,DC-05,1,images/IMG-0020.svg,latex_sources/IMG-0020.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0021,EE-00401,DC Circuit Analysis,Ohm's law,DC-01,1,images/IMG-0021.svg,latex_sources/IMG-0021.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0022,EE-00422,DC Circuit Analysis,Series resistance,DC-02,1,images/IMG-0022.svg,latex_sources/IMG-0022.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0023,EE-00443,DC Circuit Analysis,Parallel resistance,DC-03,1,images/IMG-0023.svg,latex_sources/IMG-0023.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0024,EE-00464,DC Circuit Analysis,Voltage divider,DC-04,1,images/IMG-0024.svg,latex_sources/IMG-0024.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0025,EE-00485,DC Circuit Analysis,Resistor power,DC-05,1,images/IMG-0025.svg,latex_sources/IMG-0025.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0026,EE-00501,DC Circuit Analysis,Ohm's law,DC-01,2,images/IMG-0026.svg,latex_sources/IMG-0026.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0027,EE-00522,DC Circuit Analysis,Series resistance,DC-02,2,images/IMG-0027.svg,latex_sources/IMG-0027.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0028,EE-00543,DC Circuit Analysis,Parallel resistance,DC-03,2,images/IMG-0028.svg,latex_sources/IMG-0028.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0029,EE-00564,DC Circuit Analysis,Voltage divider,DC-04,2,images/IMG-0029.svg,latex_sources/IMG-0029.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0030,EE-00585,DC Circuit Analysis,Resistor power,DC-05,2,images/IMG-0030.svg,latex_sources/IMG-0030.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0031,EE-00601,DC Circuit Analysis,Ohm's law,DC-01,2,images/IMG-0031.svg,latex_sources/IMG-0031.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0032,EE-00622,DC Circuit Analysis,Series resistance,DC-02,2,images/IMG-0032.svg,latex_sources/IMG-0032.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0033,EE-00643,DC Circuit Analysis,Parallel resistance,DC-03,2,images/IMG-0033.svg,latex_sources/IMG-0033.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0034,EE-00664,DC Circuit Analysis,Voltage divider,DC-04,2,images/IMG-0034.svg,latex_sources/IMG-0034.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0035,EE-00685,DC Circuit Analysis,Resistor power,DC-05,2,images/IMG-0035.svg,latex_sources/IMG-0035.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0036,EE-00701,DC Circuit Analysis,Ohm's law,DC-01,2,images/IMG-0036.svg,latex_sources/IMG-0036.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0037,EE-00722,DC Circuit Analysis,Series resistance,DC-02,2,images/IMG-0037.svg,latex_sources/IMG-0037.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0038,EE-00743,DC Circuit Analysis,Parallel resistance,DC-03,2,images/IMG-0038.svg,latex_sources/IMG-0038.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0039,EE-00764,DC Circuit Analysis,Voltage divider,DC-04,2,images/IMG-0039.svg,latex_sources/IMG-0039.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0040,EE-00785,DC Circuit Analysis,Resistor power,DC-05,2,images/IMG-0040.svg,latex_sources/IMG-0040.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0041,EE-00801,DC Circuit Analysis,Ohm's law,DC-01,2,images/IMG-0041.svg,latex_sources/IMG-0041.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0042,EE-00822,DC Circuit Analysis,Series resistance,DC-02,2,images/IMG-0042.svg,latex_sources/IMG-0042.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0043,EE-00843,DC Circuit Analysis,Parallel resistance,DC-03,2,images/IMG-0043.svg,latex_sources/IMG-0043.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0044,EE-00864,DC Circuit Analysis,Voltage divider,DC-04,2,images/IMG-0044.svg,latex_sources/IMG-0044.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0045,EE-00885,DC Circuit Analysis,Resistor power,DC-05,2,images/IMG-0045.svg,latex_sources/IMG-0045.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0046,EE-00901,DC Circuit Analysis,Ohm's law,DC-01,2,images/IMG-0046.svg,latex_sources/IMG-0046.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0047,EE-00922,DC Circuit Analysis,Series resistance,DC-02,2,images/IMG-0047.svg,latex_sources/IMG-0047.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0048,EE-00943,DC Circuit Analysis,Parallel resistance,DC-03,2,images/IMG-0048.svg,latex_sources/IMG-0048.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0049,EE-00964,DC Circuit Analysis,Voltage divider,DC-04,2,images/IMG-0049.svg,latex_sources/IMG-0049.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0050,EE-00985,DC Circuit Analysis,Resistor power,DC-05,2,images/IMG-0050.svg,latex_sources/IMG-0050.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0051,EE-01001,DC Circuit Analysis,Ohm's law,DC-01,3,images/IMG-0051.svg,latex_sources/IMG-0051.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0052,EE-01022,DC Circuit Analysis,Series resistance,DC-02,3,images/IMG-0052.svg,latex_sources/IMG-0052.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0053,EE-01043,DC Circuit Analysis,Parallel resistance,DC-03,3,images/IMG-0053.svg,latex_sources/IMG-0053.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0054,EE-01064,DC Circuit Analysis,Voltage divider,DC-04,3,images/IMG-0054.svg,latex_sources/IMG-0054.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0055,EE-01085,DC Circuit Analysis,Resistor power,DC-05,3,images/IMG-0055.svg,latex_sources/IMG-0055.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0056,EE-01101,DC Circuit Analysis,Ohm's law,DC-01,3,images/IMG-0056.svg,latex_sources/IMG-0056.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0057,EE-01122,DC Circuit Analysis,Series resistance,DC-02,3,images/IMG-0057.svg,latex_sources/IMG-0057.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0058,EE-01143,DC Circuit Analysis,Parallel resistance,DC-03,3,images/IMG-0058.svg,latex_sources/IMG-0058.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0059,EE-01164,DC Circuit Analysis,Voltage divider,DC-04,3,images/IMG-0059.svg,latex_sources/IMG-0059.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0060,EE-01185,DC Circuit Analysis,Resistor power,DC-05,3,images/IMG-0060.svg,latex_sources/IMG-0060.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0061,EE-01201,DC Circuit Analysis,Ohm's law,DC-01,3,images/IMG-0061.svg,latex_sources/IMG-0061.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0062,EE-01222,DC Circuit Analysis,Series resistance,DC-02,3,images/IMG-0062.svg,latex_sources/IMG-0062.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0063,EE-01243,DC Circuit Analysis,Parallel resistance,DC-03,3,images/IMG-0063.svg,latex_sources/IMG-0063.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0064,EE-01264,DC Circuit Analysis,Voltage divider,DC-04,3,images/IMG-0064.svg,latex_sources/IMG-0064.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0065,EE-01285,DC Circuit Analysis,Resistor power,DC-05,3,images/IMG-0065.svg,latex_sources/IMG-0065.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0066,EE-01301,DC Circuit Analysis,Ohm's law,DC-01,3,images/IMG-0066.svg,latex_sources/IMG-0066.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0067,EE-01322,DC Circuit Analysis,Series resistance,DC-02,3,images/IMG-0067.svg,latex_sources/IMG-0067.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0068,EE-01343,DC Circuit Analysis,Parallel resistance,DC-03,3,images/IMG-0068.svg,latex_sources/IMG-0068.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0069,EE-01364,DC Circuit Analysis,Voltage divider,DC-04,3,images/IMG-0069.svg,latex_sources/IMG-0069.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0070,EE-01385,DC Circuit Analysis,Resistor power,DC-05,3,images/IMG-0070.svg,latex_sources/IMG-0070.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0071,EE-01401,DC Circuit Analysis,Ohm's law,DC-01,3,images/IMG-0071.svg,latex_sources/IMG-0071.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0072,EE-01422,DC Circuit Analysis,Series resistance,DC-02,3,images/IMG-0072.svg,latex_sources/IMG-0072.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0073,EE-01443,DC Circuit Analysis,Parallel resistance,DC-03,3,images/IMG-0073.svg,latex_sources/IMG-0073.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0074,EE-01464,DC Circuit Analysis,Voltage divider,DC-04,3,images/IMG-0074.svg,latex_sources/IMG-0074.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0075,EE-01485,DC Circuit Analysis,Resistor power,DC-05,3,images/IMG-0075.svg,latex_sources/IMG-0075.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0076,EE-01501,DC Circuit Analysis,Ohm's law,DC-01,4,images/IMG-0076.svg,latex_sources/IMG-0076.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0077,EE-01522,DC Circuit Analysis,Series resistance,DC-02,4,images/IMG-0077.svg,latex_sources/IMG-0077.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0078,EE-01543,DC Circuit Analysis,Parallel resistance,DC-03,4,images/IMG-0078.svg,latex_sources/IMG-0078.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0079,EE-01564,DC Circuit Analysis,Voltage divider,DC-04,4,images/IMG-0079.svg,latex_sources/IMG-0079.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0080,EE-01585,DC Circuit Analysis,Resistor power,DC-05,4,images/IMG-0080.svg,latex_sources/IMG-0080.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0081,EE-01601,DC Circuit Analysis,Ohm's law,DC-01,4,images/IMG-0081.svg,latex_sources/IMG-0081.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0082,EE-01622,DC Circuit Analysis,Series resistance,DC-02,4,images/IMG-0082.svg,latex_sources/IMG-0082.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0083,EE-01643,DC Circuit Analysis,Parallel resistance,DC-03,4,images/IMG-0083.svg,latex_sources/IMG-0083.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0084,EE-01664,DC Circuit Analysis,Voltage divider,DC-04,4,images/IMG-0084.svg,latex_sources/IMG-0084.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0085,EE-01685,DC Circuit Analysis,Resistor power,DC-05,4,images/IMG-0085.svg,latex_sources/IMG-0085.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0086,EE-01701,DC Circuit Analysis,Ohm's law,DC-01,4,images/IMG-0086.svg,latex_sources/IMG-0086.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0087,EE-01722,DC Circuit Analysis,Series resistance,DC-02,4,images/IMG-0087.svg,latex_sources/IMG-0087.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0088,EE-01743,DC Circuit Analysis,Parallel resistance,DC-03,4,images/IMG-0088.svg,latex_sources/IMG-0088.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0089,EE-01764,DC Circuit Analysis,Voltage divider,DC-04,4,images/IMG-0089.svg,latex_sources/IMG-0089.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0090,EE-01785,DC Circuit Analysis,Resistor power,DC-05,4,images/IMG-0090.svg,latex_sources/IMG-0090.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0091,EE-01801,DC Circuit Analysis,Ohm's law,DC-01,4,images/IMG-0091.svg,latex_sources/IMG-0091.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0092,EE-01822,DC Circuit Analysis,Series resistance,DC-02,4,images/IMG-0092.svg,latex_sources/IMG-0092.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0093,EE-01843,DC Circuit Analysis,Parallel resistance,DC-03,4,images/IMG-0093.svg,latex_sources/IMG-0093.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0094,EE-01864,DC Circuit Analysis,Voltage divider,DC-04,4,images/IMG-0094.svg,latex_sources/IMG-0094.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0095,EE-01885,DC Circuit Analysis,Resistor power,DC-05,4,images/IMG-0095.svg,latex_sources/IMG-0095.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0096,EE-01901,DC Circuit Analysis,Ohm's law,DC-01,4,images/IMG-0096.svg,latex_sources/IMG-0096.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0097,EE-01922,DC Circuit Analysis,Series resistance,DC-02,4,images/IMG-0097.svg,latex_sources/IMG-0097.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0098,EE-01943,DC Circuit Analysis,Parallel resistance,DC-03,4,images/IMG-0098.svg,latex_sources/IMG-0098.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0099,EE-01964,DC Circuit Analysis,Voltage divider,DC-04,4,images/IMG-0099.svg,latex_sources/IMG-0099.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0100,EE-01985,DC Circuit Analysis,Resistor power,DC-05,4,images/IMG-0100.svg,latex_sources/IMG-0100.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0101,EE-02001,DC Circuit Analysis,Ohm's law,DC-01,5,images/IMG-0101.svg,latex_sources/IMG-0101.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0102,EE-02022,DC Circuit Analysis,Series resistance,DC-02,5,images/IMG-0102.svg,latex_sources/IMG-0102.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0103,EE-02043,DC Circuit Analysis,Parallel resistance,DC-03,5,images/IMG-0103.svg,latex_sources/IMG-0103.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0104,EE-02064,DC Circuit Analysis,Voltage divider,DC-04,5,images/IMG-0104.svg,latex_sources/IMG-0104.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0105,EE-02085,DC Circuit Analysis,Resistor power,DC-05,5,images/IMG-0105.svg,latex_sources/IMG-0105.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0106,EE-02101,DC Circuit Analysis,Ohm's law,DC-01,5,images/IMG-0106.svg,latex_sources/IMG-0106.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0107,EE-02122,DC Circuit Analysis,Series resistance,DC-02,5,images/IMG-0107.svg,latex_sources/IMG-0107.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0108,EE-02143,DC Circuit Analysis,Parallel resistance,DC-03,5,images/IMG-0108.svg,latex_sources/IMG-0108.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0109,EE-02164,DC Circuit Analysis,Voltage divider,DC-04,5,images/IMG-0109.svg,latex_sources/IMG-0109.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0110,EE-02185,DC Circuit Analysis,Resistor power,DC-05,5,images/IMG-0110.svg,latex_sources/IMG-0110.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0111,EE-02201,DC Circuit Analysis,Ohm's law,DC-01,5,images/IMG-0111.svg,latex_sources/IMG-0111.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0112,EE-02222,DC Circuit Analysis,Series resistance,DC-02,5,images/IMG-0112.svg,latex_sources/IMG-0112.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0113,EE-02243,DC Circuit Analysis,Parallel resistance,DC-03,5,images/IMG-0113.svg,latex_sources/IMG-0113.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0114,EE-02264,DC Circuit Analysis,Voltage divider,DC-04,5,images/IMG-0114.svg,latex_sources/IMG-0114.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0115,EE-02285,DC Circuit Analysis,Resistor power,DC-05,5,images/IMG-0115.svg,latex_sources/IMG-0115.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0116,EE-02301,DC Circuit Analysis,Ohm's law,DC-01,5,images/IMG-0116.svg,latex_sources/IMG-0116.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0117,EE-02322,DC Circuit Analysis,Series resistance,DC-02,5,images/IMG-0117.svg,latex_sources/IMG-0117.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0118,EE-02343,DC Circuit Analysis,Parallel resistance,DC-03,5,images/IMG-0118.svg,latex_sources/IMG-0118.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0119,EE-02364,DC Circuit Analysis,Voltage divider,DC-04,5,images/IMG-0119.svg,latex_sources/IMG-0119.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0120,EE-02385,DC Circuit Analysis,Resistor power,DC-05,5,images/IMG-0120.svg,latex_sources/IMG-0120.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0121,EE-02401,DC Circuit Analysis,Ohm's law,DC-01,5,images/IMG-0121.svg,latex_sources/IMG-0121.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0122,EE-02422,DC Circuit Analysis,Series resistance,DC-02,5,images/IMG-0122.svg,latex_sources/IMG-0122.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0123,EE-02443,DC Circuit Analysis,Parallel resistance,DC-03,5,images/IMG-0123.svg,latex_sources/IMG-0123.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0124,EE-02464,DC Circuit Analysis,Voltage divider,DC-04,5,images/IMG-0124.svg,latex_sources/IMG-0124.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0125,EE-02485,DC Circuit Analysis,Resistor power,DC-05,5,images/IMG-0125.svg,latex_sources/IMG-0125.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0126,EE-02501,DC Circuit Analysis,Ohm's law,DC-01,6,images/IMG-0126.svg,latex_sources/IMG-0126.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0127,EE-02522,DC Circuit Analysis,Series resistance,DC-02,6,images/IMG-0127.svg,latex_sources/IMG-0127.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0128,EE-02543,DC Circuit Analysis,Parallel resistance,DC-03,6,images/IMG-0128.svg,latex_sources/IMG-0128.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0129,EE-02564,DC Circuit Analysis,Voltage divider,DC-04,6,images/IMG-0129.svg,latex_sources/IMG-0129.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0130,EE-02585,DC Circuit Analysis,Resistor power,DC-05,6,images/IMG-0130.svg,latex_sources/IMG-0130.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0131,EE-02601,DC Circuit Analysis,Ohm's law,DC-01,6,images/IMG-0131.svg,latex_sources/IMG-0131.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0132,EE-02622,DC Circuit Analysis,Series resistance,DC-02,6,images/IMG-0132.svg,latex_sources/IMG-0132.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0133,EE-02643,DC Circuit Analysis,Parallel resistance,DC-03,6,images/IMG-0133.svg,latex_sources/IMG-0133.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0134,EE-02664,DC Circuit Analysis,Voltage divider,DC-04,6,images/IMG-0134.svg,latex_sources/IMG-0134.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0135,EE-02685,DC Circuit Analysis,Resistor power,DC-05,6,images/IMG-0135.svg,latex_sources/IMG-0135.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0136,EE-02701,DC Circuit Analysis,Ohm's law,DC-01,6,images/IMG-0136.svg,latex_sources/IMG-0136.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0137,EE-02722,DC Circuit Analysis,Series resistance,DC-02,6,images/IMG-0137.svg,latex_sources/IMG-0137.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0138,EE-02743,DC Circuit Analysis,Parallel resistance,DC-03,6,images/IMG-0138.svg,latex_sources/IMG-0138.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0139,EE-02764,DC Circuit Analysis,Voltage divider,DC-04,6,images/IMG-0139.svg,latex_sources/IMG-0139.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0140,EE-02785,DC Circuit Analysis,Resistor power,DC-05,6,images/IMG-0140.svg,latex_sources/IMG-0140.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0141,EE-02801,DC Circuit Analysis,Ohm's law,DC-01,6,images/IMG-0141.svg,latex_sources/IMG-0141.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-0142,EE-02822,DC Circuit Analysis,Series resistance,DC-02,6,images/IMG-0142.svg,latex_sources/IMG-0142.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0143,EE-02843,DC Circuit Analysis,Parallel resistance,DC-03,6,images/IMG-0143.svg,latex_sources/IMG-0143.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0144,EE-02864,DC Circuit Analysis,Voltage divider,DC-04,6,images/IMG-0144.svg,latex_sources/IMG-0144.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-0145,EE-02885,DC Circuit Analysis,Resistor power,DC-05,6,images/IMG-0145.svg,latex_sources/IMG-0145.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
